age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,y
39,technician,married,secondary,no,597,yes,no,21,may,298,2,-1,0,no
28,student,single,secondary,no,205,no,no,14,jul,87,3,184,2,yes
45,management,married,tertiary,no,1186,no,no,29,aug,25,7,-1,0,no
36,technician,married,tertiary,no,911,yes,yes,25,may,117,2,21,3,yes
33,management,married,tertiary,no,71,no,no,26,feb,335,3,102,2,yes
35,services,married,secondary,no,52,yes,no,2,mar,378,4,-1,0,yes
55,blue-collar,divorced,secondary,no,1613,yes,no,3,apr,296,1,270,3,yes
38,services,married,secondary,no,859,yes,no,5,may,35,6,-1,0,no
29,unemployed,single,primary,no,1374,no,no,14,may,1205,2,178,7,yes
28,management,single,tertiary,no,682,yes,no,7,may,79,1,-1,0,no
31,entrepreneur,divorced,tertiary,no,2,no,yes,7,jul,53,1,-1,0,no
42,unemployed,married,secondary,no,1289,no,no,15,oct,1176,3,92,6,yes
58,technician,divorced,secondary,no,469,no,no,6,may,196,1,-1,0,no
35,admin.,married,secondary,no,304,no,no,18,mar,237,1,-1,0,yes
33,management,single,tertiary,no,935,no,no,9,feb,385,2,92,8,yes
53,management,married,tertiary,no,1624,no,no,11,nov,166,3,97,7,yes
48,technician,married,secondary,no,32,yes,yes,17,nov,110,2,-1,0,no
39,self-employed,divorced,tertiary,no,155,no,no,19,nov,449,2,-1,0,no
21,student,single,,no,330,no,no,19,apr,232,3,364,2,no
49,housemaid,divorced,secondary,no,267,no,no,9,feb,23,5,-1,0,no
51,blue-collar,married,secondary,no,19,no,no,15,jun,292,1,-1,0,no
60,housemaid,married,primary,no,211,no,no,26,feb,480,2,189,1,no
27,management,single,tertiary,no,1623,no,no,9,dec,161,1,190,1,no
26,admin.,married,secondary,no,354,yes,no,8,may,282,5,347,5,no
28,admin.,single,secondary,no,305,yes,no,18,jul,277,1,-1,0,no
45,blue-collar,married,secondary,no,7858,yes,no,3,jun,641,2,-1,0,no
49,technician,married,secondary,no,1269,yes,no,16,may,355,2,-1,0,no
47,management,married,tertiary,no,295,yes,no,5,aug,157,1,-1,0,no
29,technician,married,secondary,no,1697,yes,no,12,may,87,4,-1,0,no
36,blue-collar,married,secondary,no,-251,yes,no,7,may,162,1,-1,0,no
28,blue-collar,single,secondary,no,1103,yes,no,4,jun,14,11,-1,0,no
53,technician,divorced,secondary,no,1301,yes,no,29,may,90,1,-1,0,no
35,technician,married,secondary,no,0,no,no,11,jul,271,2,-1,0,no
45,technician,married,secondary,no,2403,no,no,13,feb,147,2,84,1,no
45,blue-collar,married,secondary,no,243,no,no,21,nov,46,1,163,1,no
49,technician,married,secondary,no,997,no,no,18,jun,118,1,-1,0,no
39,management,single,tertiary,no,5047,no,no,29,apr,218,4,-1,0,yes
42,management,married,tertiary,no,144,no,no,4,mar,148,1,87,4,yes
49,technician,married,secondary,no,-205,yes,yes,14,may,6,6,309,1,no
30,technician,single,tertiary,no,0,no,no,15,sep,214,2,-1,0,no
43,management,married,tertiary,no,3518,no,no,28,dec,206,2,196,2,yes
40,admin.,single,secondary,no,-109,yes,yes,6,may,170,1,-1,0,no
31,services,married,secondary,no,3181,yes,no,29,may,128,7,-1,0,no
22,student,single,,no,1215,no,no,19,feb,145,3,192,1,yes
42,management,single,tertiary,no,11891,no,no,6,apr,158,1,-1,0,yes
58,services,married,secondary,no,818,no,no,22,aug,283,1,-1,0,no
52,technician,married,secondary,no,5303,yes,no,19,oct,133,1,-1,0,yes
32,services,single,secondary,no,-23,no,no,11,may,185,1,305,1,no
37,technician,married,secondary,no,474,yes,no,14,apr,85,1,322,1,no
31,management,single,tertiary,no,533,no,no,11,feb,144,1,91,9,yes
39,blue-collar,married,secondary,no,41,yes,no,13,may,135,3,-1,0,no
58,admin.,married,secondary,no,826,no,no,12,jun,885,1,-1,0,yes
41,technician,married,secondary,no,634,no,no,7,aug,122,2,-1,0,no
45,technician,married,secondary,no,0,yes,no,7,dec,344,1,-1,0,yes
42,admin.,divorced,secondary,no,1076,yes,no,14,may,213,1,-1,0,no
52,management,married,tertiary,no,3163,no,no,25,aug,56,6,-1,0,no
31,admin.,married,secondary,no,2304,yes,no,20,nov,257,2,-1,0,no
37,management,married,tertiary,no,1276,no,no,14,aug,156,2,-1,0,yes
47,admin.,married,secondary,no,0,no,no,5,aug,109,4,-1,0,no
33,blue-collar,married,secondary,no,0,yes,no,27,may,190,1,-1,0,no
24,student,single,secondary,no,431,no,no,19,aug,418,11,185,5,yes
34,entrepreneur,married,tertiary,no,121,yes,no,18,may,57,6,-1,0,no
27,student,single,secondary,no,121,no,no,2,jun,145,2,-1,0,no
52,services,married,secondary,no,108,yes,no,15,may,543,12,-1,0,no
51,technician,married,secondary,no,117,no,no,24,aug,467,2,88,4,yes
42,management,divorced,tertiary,no,0,no,no,20,jun,85,2,-1,0,no
40,management,married,tertiary,no,0,yes,no,25,mar,506,2,-1,0,yes
52,housemaid,single,tertiary,no,0,no,no,6,jun,431,2,-1,0,no
53,management,divorced,tertiary,no,93,no,no,30,jul,219,2,-1,0,no
56,blue-collar,married,secondary,no,1210,no,no,11,jun,935,1,-1,0,yes
45,blue-collar,married,primary,no,1691,yes,no,14,may,57,1,-1,0,no
32,admin.,single,tertiary,no,395,yes,no,6,may,241,3,-1,0,no
25,student,married,tertiary,no,10,yes,no,21,jul,857,4,-1,0,yes
33,management,divorced,secondary,no,1897,yes,yes,2,jun,197,1,-1,0,no
28,admin.,married,secondary,no,568,yes,no,4,feb,11,6,252,4,no
57,management,married,tertiary,no,1171,no,no,8,aug,448,5,-1,0,no
50,technician,divorced,,no,2706,yes,no,28,may,179,3,-1,0,no
40,admin.,single,tertiary,no,1248,no,no,11,jun,1290,2,-1,0,yes
50,blue-collar,married,secondary,no,1557,yes,no,7,may,263,6,-1,0,no
29,technician,single,tertiary,no,2489,yes,no,3,mar,355,1,86,5,yes
32,technician,single,secondary,no,-234,yes,no,15,may,24,7,-1,0,no
44,management,married,tertiary,no,226,yes,no,14,aug,190,3,270,3,yes
45,blue-collar,married,secondary,no,266,yes,no,12,may,277,1,-1,0,no
32,management,married,tertiary,no,1388,yes,no,30,apr,753,1,-1,0,yes
59,retired,married,secondary,no,2291,no,yes,14,jul,127,3,-1,0,no
28,management,single,tertiary,no,6784,no,no,1,oct,502,1,115,3,yes
29,management,single,tertiary,no,268,no,no,16,apr,667,1,-1,0,yes
26,management,single,tertiary,no,943,no,no,11,nov,166,1,195,1,yes
34,management,married,tertiary,no,703,yes,no,14,apr,342,1,-1,0,yes
35,blue-collar,married,secondary,no,314,yes,no,2,jun,464,1,-1,0,no
34,services,married,secondary,no,-99,yes,yes,7,may,258,2,-1,0,no
31,admin.,divorced,secondary,no,82,no,no,28,may,254,1,-1,0,no
48,management,married,tertiary,no,157,no,no,28,jan,417,4,-1,0,yes
29,management,single,tertiary,no,1431,no,no,18,jun,201,4,-1,0,no
42,admin.,married,secondary,no,6445,yes,no,2,jun,20,8,-1,0,no
59,blue-collar,divorced,primary,no,989,no,no,20,jul,125,2,-1,0,yes
56,management,divorced,tertiary,no,408,yes,no,27,may,274,1,-1,0,no
29,admin.,married,secondary,no,488,no,yes,7,jul,223,1,-1,0,no
33,admin.,married,tertiary,no,79,yes,no,22,oct,249,2,335,2,yes
33,management,single,tertiary,no,0,yes,no,5,may,399,2,358,5,no
30,blue-collar,single,secondary,no,214,yes,no,9,jul,364,1,-1,0,no
45,management,married,tertiary,no,706,yes,yes,14,jul,66,2,-1,0,no
29,blue-collar,married,secondary,no,185,yes,yes,5,jun,471,3,-1,0,no
29,services,single,secondary,no,79,yes,no,6,may,811,1,334,3,no
32,management,single,tertiary,no,11797,yes,no,11,aug,95,2,-1,0,no
34,services,married,secondary,no,2956,no,no,6,aug,835,2,-1,0,yes
74,retired,married,primary,no,1413,no,no,25,feb,385,2,-1,0,yes
74,retired,married,primary,no,670,no,no,23,apr,266,5,-1,0,yes
28,technician,single,tertiary,no,415,no,no,1,jul,86,1,-1,0,no
28,services,single,secondary,no,168,no,no,12,jan,387,1,194,1,yes
41,blue-collar,married,primary,no,0,yes,yes,6,may,238,1,-1,0,no
37,technician,single,tertiary,no,0,yes,no,23,jul,366,6,-1,0,yes
44,services,divorced,secondary,no,1,yes,no,6,may,235,4,-1,0,no
27,services,single,secondary,no,777,yes,no,9,may,131,3,-1,0,no
46,services,single,secondary,no,897,yes,no,18,nov,82,2,-1,0,no
54,blue-collar,divorced,,no,1545,yes,no,3,jun,148,2,-1,0,no
49,entrepreneur,divorced,,yes,-701,yes,no,30,jul,988,2,-1,0,yes
50,services,married,secondary,no,-682,yes,no,11,jul,479,2,-1,0,no
33,housemaid,single,tertiary,no,1107,yes,no,18,mar,201,1,-1,0,yes
61,retired,married,tertiary,no,2557,yes,no,10,nov,89,1,91,4,yes
40,technician,married,secondary,no,-357,yes,no,16,jul,700,4,-1,0,yes
32,technician,married,secondary,no,473,no,yes,7,may,292,3,-1,0,yes
55,technician,married,secondary,no,2014,yes,yes,15,may,253,2,-1,0,no
47,blue-collar,married,secondary,no,1348,no,yes,4,aug,255,1,-1,0,no
28,admin.,single,secondary,no,25,yes,no,5,jun,109,2,-1,0,no
33,management,single,tertiary,no,1781,no,no,8,oct,611,2,183,1,yes
