age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,y
54,blue-collar,married,primary,no,150,no,no,4,jun,180,3,-1,0,no
39,technician,married,secondary,no,-314,yes,no,5,may,222,5,-1,0,no
34,blue-collar,married,secondary,no,50,yes,no,23,nov,104,4,-1,0,no
35,blue-collar,married,secondary,no,128,yes,no,28,may,389,4,-1,0,no
23,student,single,secondary,no,303,no,no,28,jan,65,2,180,1,no
43,blue-collar,married,primary,no,386,no,no,29,jul,65,4,-1,0,no
44,technician,married,secondary,no,485,yes,no,13,aug,153,2,-1,0,no
32,self-employed,single,tertiary,no,158,no,no,28,jan,196,1,-1,0,no
39,blue-collar,married,secondary,no,386,yes,no,3,may,475,1,371,1,no
32,technician,single,secondary,no,174,yes,no,29,may,41,3,276,1,no
46,technician,married,secondary,no,670,no,no,2,jun,109,3,65,6,no
50,technician,married,secondary,no,23,yes,no,7,jul,178,2,-1,0,no
29,technician,single,secondary,no,622,yes,no,26,aug,889,3,-1,0,yes
38,management,married,tertiary,no,430,no,no,4,jun,56,1,-1,0,no
45,services,married,secondary,no,693,yes,no,1,feb,121,2,249,1,no
34,management,married,tertiary,no,322,yes,no,27,apr,254,1,138,4,no
57,management,married,tertiary,no,378,no,no,30,aug,99,1,-1,0,no
23,admin.,single,secondary,no,117,no,no,23,aug,435,1,-1,0,yes
48,admin.,married,secondary,no,4,no,no,6,jul,56,2,-1,0,no
46,blue-collar,married,secondary,no,43,no,no,29,may,808,1,-1,0,no
32,management,single,tertiary,no,-163,yes,no,3,jun,143,4,-1,0,no
53,management,married,tertiary,no,571,yes,no,18,jul,509,6,-1,0,no
46,management,married,tertiary,no,4426,no,no,29,may,394,1,-1,0,no
44,admin.,married,secondary,no,713,no,no,12,jun,326,2,-1,0,no
30,management,single,tertiary,no,567,yes,no,14,may,193,1,346,1,no
60,admin.,married,secondary,no,757,yes,no,20,apr,108,1,-1,0,no
37,technician,single,tertiary,no,1837,no,no,6,sep,460,1,-1,0,yes
49,management,married,tertiary,no,607,yes,no,27,may,110,2,-1,0,no
56,admin.,married,secondary,no,1,yes,no,4,jun,122,1,-1,0,no
60,blue-collar,married,primary,no,785,yes,no,2,jun,225,4,-1,0,no
38,management,married,tertiary,no,39,no,no,26,aug,267,4,-1,0,no
49,retired,married,secondary,no,372,no,no,5,jun,147,5,-1,0,no
54,management,married,secondary,no,584,yes,no,9,jul,425,1,-1,0,no
39,technician,married,secondary,no,1578,yes,no,4,aug,603,1,-1,0,yes
48,technician,married,secondary,no,5,yes,no,31,jul,629,1,-1,0,no
37,blue-collar,married,secondary,no,1021,no,yes,20,jul,131,3,-1,0,no
38,admin.,married,secondary,no,-278,yes,no,14,may,144,2,-1,0,no
34,management,married,tertiary,no,-43,no,no,9,jun,310,4,-1,0,no
45,technician,married,secondary,no,376,yes,no,7,aug,162,1,188,1,no
29,technician,single,secondary,no,211,yes,no,8,apr,100,1,252,1,no
50,blue-collar,married,secondary,no,784,yes,no,1,jun,511,1,-1,0,no
30,technician,single,secondary,no,345,yes,no,18,aug,185,1,-1,0,no
36,blue-collar,married,secondary,no,669,yes,no,6,may,131,3,-1,0,no
44,management,married,tertiary,no,2591,no,no,13,aug,371,1,101,1,yes
42,blue-collar,married,primary,no,414,no,no,23,nov,281,2,-1,0,no
34,blue-collar,married,secondary,no,-149,yes,yes,10,jul,271,1,-1,0,no
30,admin.,single,secondary,no,439,yes,no,23,may,221,1,-1,0,no
36,technician,married,secondary,no,264,yes,no,2,jun,91,3,-1,0,no
34,technician,married,secondary,no,619,no,no,5,jun,201,2,-1,0,no
39,technician,married,secondary,no,554,no,no,25,nov,144,1,-1,0,no
51,admin.,married,secondary,no,-3,yes,no,11,jul,17,1,-1,0,no
37,admin.,married,secondary,no,89,yes,no,6,aug,630,2,-1,0,yes
25,blue-collar,single,primary,no,70,yes,no,14,may,136,5,-1,0,no
58,management,married,tertiary,no,4662,no,no,25,jan,390,2,-1,0,no
41,services,married,secondary,no,-24,no,no,2,jun,69,1,-1,0,no
28,management,single,tertiary,no,572,no,no,11,apr,597,2,-1,0,no
29,management,single,tertiary,no,209,no,no,7,feb,641,1,-1,0,no
39,unemployed,single,tertiary,no,1784,no,no,15,jun,108,3,-1,0,no
31,services,married,secondary,no,589,yes,no,6,jun,8,13,-1,0,no
34,management,married,tertiary,no,76,yes,no,27,may,102,3,-1,0,no
32,management,married,tertiary,no,227,yes,no,2,jul,89,4,-1,0,no
31,blue-collar,married,secondary,no,959,yes,no,20,may,827,1,-1,0,no
39,management,married,tertiary,no,-52,yes,no,7,may,104,5,-1,0,no
59,technician,married,secondary,no,453,no,no,23,aug,101,2,-1,0,no
43,management,married,secondary,no,894,no,no,17,nov,180,1,-1,0,no
39,management,married,tertiary,no,735,yes,no,6,jul,817,2,-1,0,no
47,services,married,secondary,no,37,yes,no,9,may,73,1,-1,0,no
57,management,married,secondary,no,808,yes,yes,20,jul,157,1,-1,0,no
24,services,single,secondary,no,-3,no,no,21,may,106,3,-1,0,no
44,services,married,secondary,no,148,yes,no,6,jun,158,4,-1,0,no
35,management,married,tertiary,no,216,no,no,7,jul,279,1,-1,0,yes
59,admin.,married,secondary,no,2250,no,no,12,aug,208,2,189,1,yes
38,housemaid,married,secondary,no,4,no,no,24,aug,221,5,-1,0,no
33,technician,married,secondary,no,800,yes,no,3,may,323,4,-1,0,no
45,housemaid,married,secondary,no,253,yes,no,21,jul,146,2,-1,0,no
32,technician,married,secondary,no,8,no,no,24,aug,106,16,-1,0,no
48,blue-collar,married,secondary,no,103,yes,no,2,jun,199,1,-1,0,no
56,services,married,secondary,no,21,no,no,18,jun,192,2,-1,0,no
36,management,married,tertiary,no,558,yes,no,9,may,206,3,177,1,no
33,blue-collar,single,secondary,no,354,no,no,24,jul,713,1,-1,0,no
33,admin.,married,secondary,no,456,no,no,17,may,772,3,-1,0,yes
46,technician,married,secondary,no,-28,no,no,11,jun,180,2,-1,0,no
58,retired,married,,no,969,no,no,12,mar,105,1,-1,0,no
34,blue-collar,married,secondary,no,459,yes,no,21,may,158,3,-1,0,no
47,technician,married,secondary,no,459,yes,no,28,jul,292,4,-1,0,no
29,management,single,tertiary,no,232,yes,no,29,jan,60,1,256,1,no
33,technician,married,secondary,no,907,yes,no,19,nov,161,1,-1,0,no
39,management,married,tertiary,no,589,no,no,29,apr,302,1,-1,0,no
25,technician,single,secondary,no,622,yes,no,16,may,636,1,-1,0,no
60,blue-collar,married,primary,no,4410,no,no,19,jun,79,2,-1,0,no
57,admin.,married,primary,no,485,no,no,29,aug,41,10,-1,0,no
41,admin.,married,secondary,no,537,yes,no,17,apr,146,3,277,2,no
55,technician,married,secondary,no,1624,no,no,20,nov,51,1,182,1,no
38,blue-collar,married,secondary,no,214,yes,no,13,may,267,1,-1,0,no
38,blue-collar,married,secondary,no,783,yes,no,17,jun,409,2,-1,0,no
44,entrepreneur,married,secondary,no,673,yes,no,30,may,129,1,-1,0,no
58,housemaid,married,primary,no,703,no,no,13,jul,320,3,-1,0,no
30,self-employed,married,tertiary,no,55,no,yes,4,jun,140,1,-1,0,no
43,management,married,secondary,no,170,yes,no,5,may,227,1,-1,0,no
58,retired,married,secondary,no,2666,yes,no,22,nov,253,1,-1,0,yes
57,management,married,tertiary,no,270,yes,no,14,may,234,1,-1,0,no
48,management,married,tertiary,no,923,no,no,7,nov,401,1,176,2,yes
34,entrepreneur,single,tertiary,no,2094,yes,no,18,may,79,1,-1,0,no
46,management,married,tertiary,no,0,no,no,13,aug,500,5,-1,0,no
46,management,married,tertiary,no,337,no,no,2,aug,167,1,-1,0,no
45,management,married,tertiary,no,141,no,no,28,jan,166,2,-1,0,no
36,admin.,married,secondary,no,647,yes,no,21,may,167,1,-1,0,no
54,management,married,tertiary,no,539,yes,no,4,feb,775,1,112,1,yes
38,management,married,tertiary,no,680,no,no,17,nov,162,4,-1,0,no
34,blue-collar,married,primary,no,118,yes,no,8,may,31,3,309,1,no
50,blue-collar,married,secondary,no,310,no,no,29,may,408,3,-1,0,no
59,blue-collar,married,primary,no,157,no,no,6,jun,442,1,-1,0,no
33,services,single,secondary,no,416,yes,no,5,feb,136,2,295,1,no
34,blue-collar,married,secondary,no,259,yes,no,28,may,690,2,-1,0,yes
43,blue-collar,married,primary,no,741,yes,no,3,jun,282,3,-1,0,no
39,blue-collar,married,primary,no,2696,no,no,20,apr,113,1,-1,0,no
31,management,single,tertiary,no,568,no,no,22,nov,161,2,-1,0,no
47,blue-collar,married,secondary,no,496,yes,no,13,may,114,2,301,6,no
38,entrepreneur,married,secondary,no,734,yes,no,30,apr,169,3,-1,0,no
37,admin.,married,secondary,no,-180,yes,yes,20,may,214,1,-1,0,no
56,housemaid,married,secondary,no,-17,no,no,28,nov,138,1,-1,0,no
34,blue-collar,married,secondary,no,593,yes,no,20,may,96,3,-1,0,no
42,admin.,married,secondary,no,-17,no,no,8,jul,153,1,-1,0,no
41,housemaid,married,secondary,no,542,no,no,6,jun,879,1,-1,0,no
45,admin.,married,secondary,no,1001,yes,no,6,may,93,1,353,1,no
36,technician,married,secondary,no,391,no,no,18,jun,327,7,-1,0,no
36,management,married,tertiary,no,680,no,no,21,nov,178,3,-1,0,no
33,admin.,single,secondary,no,5046,yes,no,7,apr,185,1,-1,0,no
44,housemaid,married,secondary,no,87,no,no,22,jun,128,2,-1,0,no
42,technician,married,secondary,no,564,no,no,21,nov,367,1,-1,0,no
34,blue-collar,single,secondary,no,1325,yes,no,3,sep,127,1,-1,0,no
58,blue-collar,married,primary,no,18,yes,no,17,nov,169,2,-1,0,no
42,,married,secondary,no,697,no,no,7,feb,177,1,-1,0,yes
41,admin.,married,secondary,no,559,yes,no,13,apr,332,2,185,6,no
35,blue-collar,married,secondary,no,141,yes,no,30,may,167,4,-1,0,no
45,management,married,tertiary,no,468,yes,no,3,may,50,1,320,1,no
32,self-employed,single,tertiary,no,920,no,no,6,feb,557,2,-1,0,yes
32,management,married,tertiary,no,556,yes,no,8,may,115,5,-1,0,no
36,admin.,married,secondary,no,384,yes,no,17,may,70,1,-1,0,no
46,services,married,secondary,no,519,yes,no,9,jun,158,5,-1,0,no
29,technician,single,tertiary,no,1302,yes,no,6,may,742,1,112,1,yes
33,management,single,tertiary,no,334,no,no,18,jun,297,3,-1,0,no
25,services,single,secondary,no,115,yes,no,7,jan,713,2,255,1,no
26,technician,single,secondary,no,287,yes,no,5,jun,269,2,-1,0,no
41,management,married,tertiary,no,-123,no,yes,29,jul,142,3,-1,0,no
44,technician,married,secondary,no,162,yes,no,19,nov,197,1,-1,0,no
30,management,single,tertiary,no,32,no,no,11,jun,130,2,-1,0,no
32,services,single,secondary,no,679,yes,no,19,nov,32,5,164,1,no
37,blue-collar,married,secondary,no,89,no,no,18,jun,213,2,-1,0,no
37,technician,married,secondary,no,691,yes,no,22,jul,88,2,-1,0,no
59,admin.,married,secondary,no,762,no,no,13,aug,303,1,-1,1,yes
36,technician,married,secondary,no,216,yes,no,21,may,164,5,-1,0,no
55,retired,married,secondary,no,219,no,no,27,may,358,2,-1,0,no
41,technician,married,secondary,no,898,yes,no,19,nov,154,5,-1,0,no
40,management,married,tertiary,no,404,yes,no,17,may,184,1,-1,0,no
56,admin.,married,secondary,no,2299,yes,no,30,apr,166,1,-1,0,no
24,technician,single,secondary,no,542,yes,no,17,apr,386,2,-1,0,no
47,technician,married,secondary,no,434,no,no,8,jun,78,2,-1,0,no
36,management,married,tertiary,no,948,yes,no,17,apr,309,1,302,1,no
38,blue-collar,married,secondary,no,901,yes,no,19,jun,441,3,-1,0,yes
29,management,single,tertiary,no,315,yes,no,3,may,425,1,352,1,yes
35,management,married,secondary,no,391,yes,no,15,may,380,1,-1,0,no
48,unemployed,married,secondary,no,23,no,no,11,jun,449,2,-1,0,no
50,management,married,tertiary,no,1140,no,no,16,jun,136,2,-1,0,no
47,admin.,married,secondary,no,-112,yes,no,20,jul,159,2,-1,0,no
35,self-employed,married,tertiary,no,665,yes,no,22,jul,140,3,-1,0,no
32,technician,single,secondary,no,449,yes,no,21,may,103,1,-1,0,no
33,management,single,tertiary,no,397,no,no,22,jul,330,1,-1,0,yes
32,services,married,secondary,no,176,no,no,28,jul,186,1,-1,0,no
33,entrepreneur,single,tertiary,no,671,yes,no,14,jul,152,1,-1,0,no
35,management,married,tertiary,no,644,yes,no,21,jul,168,4,-1,0,no
29,technician,single,secondary,no,95,no,yes,25,jul,42,1,-1,0,no
34,technician,single,tertiary,no,630,no,no,15,may,305,8,-1,0,no
31,technician,single,secondary,no,-94,no,no,7,may,371,1,-1,0,no
46,technician,married,secondary,no,299,no,no,26,may,180,2,-1,0,no
37,,married,secondary,no,325,no,no,14,jun,88,5,-1,0,no
33,blue-collar,married,primary,no,669,yes,no,17,jun,213,2,-1,0,no
35,blue-collar,married,primary,no,798,yes,no,18,feb,99,1,255,1,no
29,management,single,tertiary,no,683,no,no,9,may,122,3,-1,0,no
37,management,married,tertiary,no,744,no,no,7,jun,171,2,-1,0,no
24,technician,single,secondary,no,-392,yes,no,19,apr,142,4,-1,0,no
52,management,married,tertiary,no,49,yes,no,14,aug,221,2,-1,0,no
25,technician,single,tertiary,no,468,no,no,8,jun,110,2,-1,0,no
37,technician,married,secondary,no,24,no,no,18,jun,294,2,-1,0,no
31,technician,single,tertiary,no,456,no,no,21,jun,134,3,-1,0,no
28,technician,single,secondary,no,-514,yes,no,15,may,156,2,-1,0,no
51,retired,married,secondary,no,6,no,no,20,jul,132,1,-1,0,no
19,admin.,single,secondary,no,13,yes,no,15,may,201,3,-1,0,no
49,technician,married,secondary,no,35,no,no,9,jul,145,2,-1,0,no
34,management,single,tertiary,no,-6,no,yes,4,jun,319,1,-1,0,no
56,retired,married,secondary,no,361,yes,no,6,may,178,3,-1,0,no
46,management,married,tertiary,no,743,yes,no,13,may,125,3,-1,0,no
43,technician,married,secondary,no,603,yes,no,9,jun,266,7,-1,0,no
52,blue-collar,married,secondary,no,304,yes,no,7,may,277,1,-1,0,no
41,blue-collar,married,secondary,no,640,no,no,20,nov,289,1,-1,0,no
38,services,married,secondary,no,54,no,no,16,apr,106,5,-1,0,no
46,technician,married,secondary,no,112,no,no,8,may,132,1,-1,0,no
32,services,married,secondary,no,902,yes,no,7,jun,194,3,-1,0,no
33,management,single,tertiary,no,523,no,no,7,aug,543,1,-1,0,no
59,management,married,primary,no,1156,no,no,6,feb,241,3,-1,0,no
51,admin.,married,secondary,no,27,no,yes,18,nov,187,3,-1,0,no
32,services,married,secondary,no,-343,yes,no,22,may,130,2,-1,0,no
35,technician,married,secondary,no,-304,no,no,25,may,216,4,-1,0,no
35,technician,single,secondary,no,747,no,no,27,may,259,1,-1,0,no
58,management,married,tertiary,no,3452,no,no,14,oct,88,1,128,1,no
33,technician,single,secondary,no,-491,no,yes,7,jul,301,5,-1,0,no
58,management,married,tertiary,no,5098,no,no,2,jun,265,3,-1,0,no
51,blue-collar,married,primary,no,1380,no,no,14,may,113,1,179,1,no
32,blue-collar,single,secondary,no,306,yes,no,21,jul,59,2,-1,0,no
48,entrepreneur,married,secondary,no,-44,no,no,21,nov,189,5,-1,0,no
34,management,married,tertiary,no,-417,no,no,23,jun,169,2,-1,0,no
31,services,single,secondary,no,288,no,no,11,jun,94,5,-1,0,no
37,technician,married,tertiary,no,896,yes,no,22,nov,180,1,-1,0,no
18,student,single,secondary,no,1,no,no,21,jun,172,1,-1,0,no
32,technician,single,tertiary,no,767,no,no,26,jun,226,2,-1,0,no
42,blue-collar,married,secondary,no,70,yes,no,17,may,89,1,-1,0,no
50,blue-collar,married,secondary,no,249,no,no,9,may,132,1,-1,0,no
46,services,married,secondary,no,292,yes,no,6,may,25,2,-1,0,no
31,blue-collar,single,secondary,no,583,yes,no,15,may,413,1,-1,0,no
30,blue-collar,single,secondary,no,137,no,no,6,may,115,3,-1,0,no
40,admin.,married,secondary,no,199,yes,no,13,may,182,1,-1,0,no
39,housemaid,married,secondary,no,2534,no,no,7,jul,494,1,-1,0,yes
34,management,married,tertiary,no,423,yes,no,6,aug,56,2,183,6,no
34,technician,single,tertiary,no,960,no,no,12,apr,92,1,-1,0,no
33,management,single,tertiary,no,532,no,no,7,may,197,4,-1,0,no
36,services,married,secondary,no,18,yes,no,11,jun,684,3,-1,0,no
27,technician,single,tertiary,no,204,no,no,30,dec,429,1,-1,0,yes
31,admin.,single,secondary,no,407,no,no,9,jun,278,1,-1,0,no
50,blue-collar,married,secondary,no,2634,no,no,17,jul,471,2,243,2,yes
38,technician,married,tertiary,no,2042,yes,no,2,feb,114,1,-1,0,no
22,blue-collar,single,primary,no,359,no,no,7,aug,257,3,178,1,no
55,management,married,tertiary,no,237,yes,no,7,may,276,1,345,1,no
36,management,married,tertiary,no,3809,yes,no,20,may,100,1,-1,0,no
36,blue-collar,married,primary,no,726,no,no,25,aug,761,9,-1,0,no
36,housemaid,married,secondary,no,-10,yes,no,19,nov,193,1,-1,0,no
38,blue-collar,married,primary,no,-208,yes,no,15,apr,248,3,-1,0,no
32,technician,married,secondary,no,341,yes,no,13,aug,154,5,-1,0,no
31,technician,married,secondary,no,-51,yes,no,9,jun,249,2,-1,0,no
30,services,married,secondary,no,436,yes,no,12,aug,556,2,-1,0,no
29,management,married,tertiary,no,70,no,no,17,aug,689,2,-1,0,no
39,admin.,married,secondary,no,36,no,no,23,nov,143,1,-1,0,no
47,retired,married,secondary,no,595,no,no,20,jul,304,1,-1,0,no
29,admin.,single,secondary,no,573,no,no,23,nov,274,1,-1,0,no
53,management,married,tertiary,no,2170,yes,no,7,may,113,1,-1,0,no
41,admin.,married,secondary,no,177,yes,no,16,may,102,1,-1,0,no
54,retired,married,secondary,no,765,yes,no,9,may,376,5,-1,0,no
24,student,single,tertiary,no,-90,no,no,4,oct,496,1,95,1,yes
43,technician,married,secondary,no,221,yes,no,9,apr,43,3,-1,0,no
27,management,single,tertiary,no,46,yes,no,9,may,150,1,-1,0,no
36,technician,married,secondary,no,566,no,no,20,jun,270,2,-1,0,no
34,technician,married,tertiary,no,432,no,no,29,jan,432,1,179,1,yes
33,blue-collar,married,secondary,no,950,yes,no,22,apr,142,5,-1,0,no
33,admin.,married,secondary,no,775,yes,no,6,may,163,1,-1,0,no
35,blue-collar,married,primary,no,-75,yes,no,29,may,92,1,-1,0,no
29,management,married,tertiary,no,604,yes,yes,9,apr,239,1,-1,0,no
53,management,married,tertiary,no,3737,no,no,31,nov,67,1,-1,0,no
41,technician,married,secondary,no,322,yes,no,29,jul,102,7,-1,0,no
37,housemaid,married,secondary,no,693,no,no,14,may,129,3,-1,0,no
43,blue-collar,married,primary,no,533,yes,no,20,apr,139,1,245,1,no
38,management,married,tertiary,no,-200,yes,no,7,jun,100,3,-1,0,no
56,admin.,married,secondary,no,758,yes,no,7,may,454,2,-1,0,no
50,retired,married,tertiary,no,520,no,no,29,jul,157,3,-1,0,no
34,services,single,secondary,no,-153,no,no,29,may,402,3,-1,0,no
59,management,married,tertiary,no,132,no,no,28,jun,675,1,-1,0,no
46,management,married,tertiary,no,2995,yes,no,18,nov,140,1,-1,0,no
51,blue-collar,married,primary,no,2573,yes,no,17,may,185,1,-1,0,no
39,technician,married,secondary,no,16,no,no,8,jul,338,2,-1,0,no
44,management,married,tertiary,no,49,yes,no,11,may,102,1,-1,0,no
46,management,married,tertiary,no,371,no,no,30,jan,151,1,-1,0,no
45,management,married,tertiary,no,4423,yes,no,19,nov,487,5,-1,0,no
51,services,married,secondary,no,373,no,no,30,jul,507,1,-1,0,no
40,services,married,secondary,no,82,yes,no,3,jul,708,4,-1,0,yes
46,blue-collar,married,secondary,no,273,yes,no,19,nov,83,4,-1,0,no
56,technician,married,secondary,no,-12,no,no,9,jul,103,7,-1,0,no
36,blue-collar,married,primary,no,26,yes,no,13,apr,146,1,-1,0,no
45,management,married,tertiary,no,1841,no,no,7,jun,109,4,-1,0,no
35,management,married,tertiary,no,-433,yes,no,8,jun,137,1,-1,0,no
35,blue-collar,married,secondary,no,54,yes,yes,29,apr,585,2,-1,0,no
46,blue-collar,married,primary,no,4,no,no,19,jun,75,3,-1,0,no
30,admin.,married,secondary,no,832,yes,no,23,jan,102,1,-1,0,no
32,blue-collar,married,secondary,no,947,yes,no,26,may,391,2,-1,0,no
37,admin.,single,secondary,no,3556,yes,no,9,may,109,1,261,0,no
34,blue-collar,married,secondary,no,214,yes,no,18,jul,32,2,-1,0,no
31,management,single,tertiary,no,2861,yes,no,1,aug,505,2,150,1,yes
31,entrepreneur,married,secondary,no,400,yes,no,14,may,81,3,-1,0,no
34,management,married,tertiary,no,53,yes,no,20,jul,134,6,-1,0,no
49,admin.,married,secondary,no,557,yes,no,21,jul,159,4,-1,0,no
51,management,married,tertiary,no,1549,no,no,6,nov,151,2,51,2,no
29,management,single,tertiary,no,15,no,no,7,aug,545,1,-1,0,no
49,admin.,married,secondary,no,8,no,no,19,jun,111,3,-1,0,no
58,blue-collar,married,primary,no,126,yes,no,14,jul,208,1,-1,0,no
56,blue-collar,married,primary,no,2709,no,no,7,apr,740,1,-1,0,yes
32,technician,single,secondary,no,404,yes,no,19,may,187,1,-1,0,no
37,blue-collar,married,secondary,no,643,yes,no,6,may,485,3,328,1,no
60,management,married,secondary,no,177,no,no,6,jun,104,3,-1,0,no
38,blue-collar,married,primary,no,-41,no,yes,15,may,262,1,-1,0,no
37,technician,married,secondary,no,1723,yes,no,20,may,118,1,-1,0,no
59,retired,married,secondary,no,78,no,no,16,jun,119,2,-1,0,no
29,blue-collar,married,secondary,no,1019,yes,no,14,may,630,5,-1,0,yes
35,services,married,secondary,no,457,no,no,20,jun,95,6,-1,0,no
41,management,married,tertiary,no,471,yes,no,29,jan,170,2,186,1,no
56,technician,married,secondary,no,493,yes,no,14,may,273,2,305,1,no
41,entrepreneur,married,tertiary,no,535,yes,no,21,nov,552,1,-1,0,yes
33,services,married,secondary,no,397,yes,no,2,feb,170,1,-1,0,no
33,management,married,tertiary,no,181,no,no,30,aug,142,1,0,0,no
39,admin.,single,secondary,no,4863,yes,no,2,feb,219,1,-1,0,yes
49,blue-collar,married,primary,no,222,yes,no,19,jul,174,3,-1,0,no
34,blue-collar,married,secondary,no,496,yes,no,20,jun,55,1,-1,0,no
43,management,married,secondary,no,268,no,yes,11,jul,213,2,-1,0,no
36,blue-collar,married,primary,no,672,no,no,23,may,123,2,-1,0,no
30,blue-collar,married,secondary,no,-10,yes,no,4,jun,699,3,-1,0,no
33,housemaid,single,tertiary,no,881,no,no,6,aug,184,3,99,6,yes
34,blue-collar,married,secondary,no,515,yes,no,21,may,420,1,-1,0,no
38,admin.,married,secondary,no,-357,yes,yes,21,jul,148,2,-1,0,no
31,blue-collar,married,secondary,no,302,yes,no,6,jun,146,1,-1,0,no
38,technician,single,secondary,no,377,yes,no,28,may,30,3,-1,0,no
46,blue-collar,married,primary,no,945,yes,no,8,jul,483,3,-1,0,no
48,blue-collar,married,secondary,no,112,no,no,20,nov,608,1,-1,0,yes
40,management,married,tertiary,no,319,no,no,9,jun,321,3,-1,0,no
32,self-employed,single,tertiary,no,228,no,no,14,may,395,1,-1,0,no
40,blue-collar,married,primary,no,475,no,no,25,jun,118,7,-1,0,no
59,management,married,tertiary,no,3229,no,no,9,dec,158,1,176,1,no
36,services,married,secondary,no,558,yes,no,21,jul,661,1,-1,0,no
36,blue-collar,married,secondary,no,151,yes,yes,18,nov,80,2,185,6,no
33,management,married,tertiary,no,339,yes,no,20,may,144,1,-1,0,no
42,admin.,married,secondary,no,253,yes,no,14,jul,186,1,-1,0,no
28,services,single,secondary,no,2376,yes,no,20,jul,438,1,-1,0,yes
50,technician,married,secondary,no,10,no,no,28,jun,101,1,-1,0,no
32,services,single,secondary,no,723,no,no,27,may,216,2,87,1,no
60,blue-collar,married,secondary,no,456,yes,no,15,may,144,1,340,1,no
46,technician,married,secondary,no,458,yes,no,14,may,271,8,-1,0,no
46,blue-collar,married,secondary,no,53,no,yes,18,jul,432,5,-1,0,no
35,technician,married,tertiary,no,589,no,no,15,jun,87,2,-1,0,no
36,unemployed,married,secondary,no,-24,no,no,18,jun,94,3,-1,0,no
46,management,married,secondary,no,38,yes,no,4,jun,514,2,-1,0,no
34,technician,married,secondary,no,-278,no,no,9,jun,147,2,-1,0,no
32,blue-collar,married,primary,no,1436,yes,no,20,may,222,1,-1,0,no
29,management,single,tertiary,no,42,yes,no,5,may,172,3,-1,0,no
58,services,married,secondary,no,599,yes,no,8,jul,350,1,-1,0,no
42,admin.,married,secondary,no,579,no,no,8,jul,123,2,-1,0,no
33,self-employed,single,tertiary,no,813,yes,no,15,apr,777,4,-1,0,no
34,blue-collar,married,primary,no,204,yes,no,13,may,446,5,-1,0,no
37,management,married,tertiary,no,562,yes,no,22,jul,287,4,-1,0,no
35,blue-collar,married,primary,no,-113,no,no,20,jun,271,5,-1,0,no
46,technician,married,secondary,no,559,no,no,6,jun,209,3,-1,0,no
59,services,married,secondary,no,814,no,no,17,aug,154,1,-1,0,no
40,technician,married,tertiary,no,-417,no,no,4,jun,159,2,-1,0,no
60,technician,married,secondary,no,612,no,no,14,may,44,1,301,1,no
55,retired,married,secondary,no,2208,no,no,17,jul,450,1,-1,0,yes
53,admin.,married,secondary,no,-59,yes,no,16,jul,139,5,-1,0,no
34,technician,single,tertiary,no,696,no,no,11,may,399,1,355,1,yes
53,entrepreneur,married,secondary,no,814,yes,no,19,jun,150,7,-1,0,no
33,technician,single,secondary,no,561,no,no,8,may,63,2,-1,0,no
47,blue-collar,married,primary,no,454,yes,no,15,may,16,1,342,1,no
55,management,married,tertiary,no,2250,no,no,5,jun,345,2,-1,0,no
33,services,married,secondary,no,760,yes,no,29,may,374,3,-1,0,no
44,blue-collar,married,secondary,no,105,no,no,6,may,249,1,331,1,no
35,management,married,tertiary,no,-135,yes,no,6,jun,141,5,-1,0,no
55,management,married,tertiary,no,333,no,no,9,may,695,1,-1,0,yes
38,services,married,secondary,no,141,no,no,15,may,134,3,-1,0,no
40,blue-collar,married,secondary,no,704,no,no,21,nov,150,2,174,4,no
38,blue-collar,married,primary,no,-59,no,no,7,jul,415,1,-1,0,no
36,management,married,tertiary,no,747,yes,no,23,may,747,1,-1,0,no
35,management,married,tertiary,no,207,yes,no,22,aug,164,12,-1,0,no
55,technician,married,secondary,no,869,no,no,4,may,213,5,-1,0,no
28,technician,single,secondary,no,636,no,no,15,may,78,7,-1,0,no
48,management,married,tertiary,no,2756,no,no,28,may,85,1,-1,0,no
54,blue-collar,married,primary,no,324,no,no,14,may,129,1,-1,0,no
35,blue-collar,married,secondary,no,597,yes,no,6,jun,146,1,-1,0,no
34,technician,married,tertiary,no,764,no,no,12,jun,114,1,-1,0,no
42,management,married,tertiary,no,852,yes,no,26,may,400,2,-1,0,no
33,technician,married,secondary,no,656,yes,no,5,may,116,1,-1,0,no
35,self-employed,married,secondary,no,-90,no,no,25,jul,145,2,-1,0,no
45,management,married,tertiary,no,304,no,yes,27,may,154,1,-1,0,no
44,blue-collar,married,primary,no,201,yes,no,13,may,454,7,-1,0,no
35,blue-collar,married,secondary,no,61,yes,no,5,may,75,2,-1,0,no
37,technician,married,secondary,no,152,no,no,22,nov,149,3,187,2,no
48,admin.,married,secondary,no,950,no,no,31,jul,338,5,-1,0,no
24,blue-collar,single,secondary,no,528,yes,no,17,apr,677,3,311,4,no
36,services,married,secondary,no,492,yes,no,10,jul,163,1,-1,0,no
37,services,married,secondary,no,437,yes,no,15,may,252,1,-1,0,no
57,management,married,tertiary,no,732,no,no,22,aug,114,1,-1,0,no
45,services,married,secondary,no,281,yes,no,9,jun,186,8,-1,0,no
28,unemployed,single,secondary,no,266,no,no,17,apr,563,1,311,1,yes
